keyword,CDT,CDT-translation,CDT-English-Post,,,,,,,
爱未来,1,love the future,,,,,,,,
未来,1,future,,,,,,,,
艾未未,1,Ai Weiwei,,,,,,,,
未未,1,Weiwei,,,,,,,,
艾未,1,Ai Wei,,,,,,,,
艾胖子,1,Fatty Ai,,,,,,,,
GFW,1,GFW,,,,,,,,
翻墙,1,scale the wall,,,,,,,,
方滨兴,1,Fang Binxing,,,,,,,,
网监,1,Net inspector,,,,,,,,
网管办,1,Internet Management Office,,,,,,,,
国新办,1,State Council Information Office,,,,,,,,
真理部,1,Ministry of Truth,,,,,,,,
新闻联播,1,News Simulcast,,,,,,,,
重大新闻,1,Chongqing News,,,,,,,,
解放军总医院,1,PLA General Hospital,,,,,,,,
301,1,301,,,,,,,,
华东医院,1,Huadong Hospital,,,,,,,,
太上皇,1,emperor emeritus,,,,,,,,
先皇,1,deceased emperor,,,,,,,,
先帝,1,deceased emperor,,,,,,,,
三表,1,three watches,,,,,,,,
三表哥,1,Three-Watches Brother,,,,,,,,
江三表,1,Jiang Three-watches,,,,,,,,
三个代表,1,Three Represents,,,,,,,,
江,1,Jiang,,,,,,,,
蛤蟆,1,toad,,,,,,,,
癩蛤蟆,1,toad,,,,,,,,
心肌梗塞,1,myocardial infarction,,,,,,,,
脑死亡,1,brain death,,,,,,,,
驾崩,1,death of the emperor,,,,,,,,
驾鹤,1,"ride crane (from ""ride crane westward,"" to pass away)",,,,,,,,
西去,1,"go west (from ""ride crane westward,"" to pass away)",,,,,,,,
上船,1,board a ship,,,,,,,,
永垂不朽,1,live forever,,,,,,,,
挂了,1,hanged,,,,,,,,
五棵松,1,Wukesong [Station],,,,,,,,
八宝山,1,Babaoshan [Revolutionary Cemetery],,,,,,,,
总书记,1,secretary-general,,,,,,,,
军委,1,[Central] Military Commission,,,,,,,,
中共,1,CCP,,,,,,,,
政治局,1,politburo,,,,,,,,
常委,1,Party committee,,,,,,,,
前主席,1,former chairman,,,,,,,,
江主席,1,Chairman Jiang,,,,,,,,
前领导人,1,former leader,,,,,,,,
领导人,1,leader,,,,,,,,
国家大事,1,major national event,,,,,,,,
江核心,1,Jiang Core,,,,,,,,
江泽民,1,Jiang Zemin,,,,,,,,
江泽明,1,Jiang Zeming,,,,,,,,
江民,1,Jiang [Ze]min,,,,,,,,
泽民,1,Zemin,,,,,,,,
毛泽民,1,Mao Zemin,,,,,,,,
江爷爷,1,Grandpa Jiang,,,,,,,,
老江,1,Old Jiang,,,,,,,,
江氏,1,surname Jiang,,,,,,,,
姓江的,1,surnamed Jiang,,,,,,,,
江core,1,Jiang core,,,,,,,,
simple,1,simple,,,,,,,,
naive,1,naive,,,,,,,,
too simple sometimes naive,1,too simple sometimes naive,,,,,,,,
宋祖英,1,Song Zuying,,,,,,,,
辣妹子辣,1,spicy sister is spicy,,,,,,,,
国母,1,first lady,,,,,,,,
江家,1,Jiang family,,,,,,,,
江上青,1,Jiang Shangqing,,,,,,,,
江泽慧,1,Jiang Zehui,,,,,,,,
扬州,1,Yangzhou,,,,,,,,
扬州中学,1,Yangzhou secondary school,,,,,,,,
中南海,1,Zhongnanhai,,,,,,,,
江苏,1,Jiangsu,,,,,,,,
江西,1,Jiangxi,,,,,,,,
江东,1,Jiangdong,,,,,,,,
江北,1,Jiangbei,,,,,,,,
江南,1,Jiangnan,,,,,,,,
浙江,1,Zhejiang,,,,,,,,
江浙,1,Gnaijehz,,,,,,,,
三江县,1,Sanjiang County,,,,,,,,
江边,1,river bank,,,,,,,,
江心公园,1,Jiangxin Park,,,,,,,,
长江,1,Yangtze River,,,,,,,,
珠江,1,Pearl River,,,,,,,,
湘江,1,Xiang River,,,,,,,,
香江,1,Fragrant [Xiang] River,,,,,,,,
扬子江,1,Yangtze River,,,,,,,,
松花江,1,Songhua River,,,,,,,,
雅鲁藏布江,1,Yarlung Zangbo River,,,,,,,,
鸭绿江,1,Yalu River,,,,,,,,
黄浦江,1,Huangpu River,,,,,,,,
澜沧江,1,Lancang River,,,,,,,,
两江论坛,1,Two Rivers Forum,,,,,,,,
江中药业,1,Jiangzhong Pharmaceuticals,,,,,,,,
江中健胃消食片,1,Jiangzhong digestive pills (fake medicine),,,,,,,,
江淮汽车,1,Jianghuai cars,,,,,,,,
江铃汽车,1,Jiangling cars,,,,,,,,
江青,1,Jiang Qing,,,,,,,,
江姐,1,Older Sister Jiang,,,,,,,,
潘长江,1,Pan Changjiang,,,,,,,,
江映蓉,1,Jiang Yingrong,,,,,,,,
江美琪,1,Jiang Meiqi,,,,,,,,
江若琳,1,Jiang Ruolin,,,,,,,,
江语晨,1,Jiang Yuchen,,,,,,,,
江铠同,1,Jiang Kaitong,,,,,,,,
江讯,1,Jiang Xun,,,,,,,,
欧阳夏丹,1,Ouyang Xiadan,,,,,,,,
六四,1,six four,,,,,,,,
学运,1,student movement,,,,,,,,
八九,1,eight nine,,,,,,,,
1989,1,1989,,,,,,,,
8964,1,8964,,,,,,,,
22周年,1,22-year anniversary,,,,,,,,
民运,1,democracy movement,,,,,,,,
学潮,1,student strike,,,,,,,,
罢课潮,1,wave of student strikes,,,,,,,,
祖国母亲,1,motherland mothers,,,,,,,,
天安门,1,Tiananmen,,,,,,,,
天安门母亲,1,Tiananmen Mothers,,,,,,,,
胡耀邦,1,Hu Yaobang,,,,,,,,
江泽民,1,Jiang Zemin,,,,,,,,
赵紫阳,1,Zhao Ziyang,,,,,,,,
王丹,1,Wang Dan,,,,,,,,
丁子霖,1,Ding Zilin,,,,,,,,
学生领袖,1,student leader,,,,,,,,
平反,1,redress,,,,,,,,
镇压,1,supress,,,,,,,,
坦克,1,tank,,,,,,,,
坦克人,1,Tank Man,,,,,,,,
示威,1,demonstate,,,,,,,,
5月35日,1,May 35th,,,,,,,,
8x8,1,8x8,,,,,,,,
08县长,1,08 county head (sounds like Charter 08),,,,,,,,
藏独,1,Tibet independence,,,,,,,,
西藏独立,1,Tibet independence,,,,,,,,
台独,1,Taiwan independence,,,,,,,,
操你,1,f**k you,,,,,,,,
胡锦涛,1,Hu Jintao,,,,,,,,
温家宝,1,Wen Jiabao,,,,,,,,
阴道,1,vagina,,,,,,,,
江家帮,1,Jiang family gang,,,,,,,,
门徒会,1,Disciple Association,,,,,,,,
江端仪,1,Jiang Duanyi,,,,,,,,
释清海,1,Shi Qinghai,,,,,,,,
新抗联,1,New Resistance Alliance,,,,,,,,
刘晓波,1,Liu Xiaobo,,,,,,,,
64学运,1,64 student movement,,,,,,,,
64学潮,1,64 student strike,,,,,,,,
89学潮,1,89 student strike,,,,,,,,
89学运,1,89 student movement,,,,,,,,
89民运,1,89 people's movement,,,,,,,,
64运动,1,64 movement,,,,,,,,
89事件,1,89 incident,,,,,,,,
假庆淋,1,Fake [Jia] Qinglin,,,,,,,,
推翻共党,1,topple the Communist Party,,,,,,,,
阴唇被插,1,vulva is penetrated,,,,,,,,
中共暴政,1,CCP tyranny,,,,,,,,
突厥革命,1,Turkic revolution (Xinjiang),,,,,,,,
三区革命,1,threee districts revolution (Xinjiang),,,,,,,,
开放杂志,1,Open Magazine,,,,,,,,
镇压图片,1,supress images,,,,,,,,
六四学运,1,Six-Four student movement,,,,,,,,
六四学潮,1,Six-Four student strike,,,,,,,,
八九学运,1,Eighty-Nine student movement,,,,,,,,
八九运动,1,Eighty-Nine movement,,,,,,,,
中共下台,1,CCP step down,,,,,,,,
打倒中共,1,overthrow the CCP,,,,,,,,
打倒共党,1,strike down the CCP,,,,,,,,
一党独裁,1,one-party dictatorship,,,,,,,,
团派人马,1,Youth League faction troops,,,,,,,,
李鹏病重,1,Li Peng seriously ill,,,,,,,,
胡系人马,1,Hu system troops,,,,,,,,
胡温政治,1,Hu-Wen politics,,,,,,,,
胡温政体,1,Hu-Wen system of government,,,,,,,,
胡温核心,1,Hu-Wen inner circle,,,,,,,,
胡温暴政,1,Hu-Wen tyranny,,,,,,,,
推翻中共,1,topple the CCP,,,,,,,,
中共伪政权,1,Communist Party puppet government,,,,,,,,
中国新民党,1,China New Democracy Party,,,,,,,,
天安门情人,1,Tiananmen Lovers (book),,,,,,,,
消灭共产党,1,eliminate the Communist Party,,,,,,,,
十二个春秋,1,twenty springs and autumns,,,,,,,,
中南海斗争,1,Zhongnanhai fight,,,,,,,,
九评共产党,1,Nine Commentaries on the Communist Party,,,,,,,,
共产党下台,1,Communist Party step down,,,,,,,,
推翻共产党,1,topple the Communist Party,,,,,,,,
李克强接班,1,Li Keqiang succeed (in office),,,,,,,,
胡温接班人,1,Hu-Wen successors,,,,,,,,
多维新闻网,1,Duowei News,,,,,,,,
到市政府请愿,1,go to the city government to petition,,,,,,,,
中共独裁暴政,1,CCP dictatorial tyranny,,,,,,,,
团派政治明星,1,Youth League faction political stars,,,,,,,,
胡锦涛接班人,1,Hu Jintao's successor,,,,,,,,
自由亚洲电台,1,Radio Free Asia,,,,,,,,
打倒中国共产党,1,overthrow the Chinese Communist Party,,,,,,,,
天安门母亲运动,1,Tiananmen Mothers movement,,,,,,,,
自焚,1,self-immolate,,,,,,,,
达赖,1,Dalai,,,,,,,,
示威,1,demonstration,,,,,,,,
刘淇,1,Liu Qi,,,,,,,,
绝食,1,to fast,,,,,,,,
吴仪,1,Wu Yi,,,,,,,,
共匪,1,communist bandit,,,,,,,,
高勤荣,1,Gao Qinrong,,,,,,,,
王兆国,1,Wang Zhaoguo,,,,,,,,
朱镕基,1,Zhu Rongij,,,,,,,,
太子党,1,princeling party,,,,,,,,
刘延东,1,Liu Yandong,,,,,,,,
陈光诚,1,Chen Guangcheng,,,,,,,,
张德江,1,Zhang Dejiang,,,,,,,,
退共党,1,quit the communist party,,,,,,,,
吴官正,1,Wu Guanzheng,,,,,,,,
婴儿汤,1,baby soup,,,,,,,,
网民党,1,Netizen Party,,,,,,,,
俞正声,1,Yu Zhengsheng,,,,,,,,
郭伯雄,1,Guo Boxiong,,,,,,,,
曹刚川,1,Cao Gangchuan,,,,,,,,
周永康,1,Zhou Yongkang,,,,,,,,
志愿兵,1,volunteer soldier,,,,,,,,
陈良宇,1,Chen Liangyu,,,,,,,,
习近平,1,Xi Jinping,,,,,,,,
李克强,1,Li Keqiang,,,,,,,,
江泽民,1,Jiang Zemin,,,,,,,,
宋祖英,1,Song Zuying,,,,,,,,
回良玉,1,Hui Liangyu,,,,,,,,
曾培炎,1,Zeng Peiyan,,,,,,,,
穆斯林,1,Muslim,,,,,,,,
一党专政,1,one-party dictatorship,,,,,,,,
炸弹制造,1,bomb manufacture,,,,,,,,
炸弹制作,1,bomb manufacture,,,,,,,,
出售手枪,1,sell handguns,,,,,,,,
亚洲时报,1,Asia Times,,,,,,,,
干你妈,1,f**k your mom,,,,,,,,
干你全家,1,f**k your whole family,,,,,,,,
操你妈,1,f**k your mom,,,,,,,,
我操,1,f**k me,,,,,,,,
共贪党,1,Commu-greed Party,,,,,,,,
胡海清,1,Hu Haiqing,,,,,,,,
温云松,1,Wen Yunsong,,,,,,,,
64事件,1,64 Incident,,,,,,,,
共惨党,1,Commu-cruel Party,,,,,,,,
真善忍,1,"truthfulness, compassion, forebearance",,,,,,,,
共残党?,1,Commu-crush Party,,,,,,,,
八九学潮,1,Eighty-Nine campus strike,,,,,,,,
六四事件,1,Six-Four Incident,,,,,,,,
胡温新政,1,Hu-Wen new policy,,,,,,,,
广场上的血,1,blood on the square,,,,,,,,
广场上的热血,1,hot blood on the square,,,,,,,,
陆肆,1,six four,,,,,,,,
捌玖,1,eight nine,,,,,,,,
游行,1,demonstrate,,,,,,,,
锦涛,1,[Hu] Jintao,,,,,,,,
胡温,1,Hu-Wen,,,,,,,,
胡系,1,Hu system,,,,,,,,
团派,1,Youth League faction,,,,,,,,
李鹏,1,Li Peng,,,,,,,,
暴动,1,insurrection,,,,,,,,
王丹,1,Wang Dan,,,,,,,,
郭泉,1,Guo Quan,,,,,,,,
紫阳,1,[Zhao] Ziyang,,,,,,,,
戒严,1,impose martial law,,,,,,,,
胡哥,1,Brother Hu,,,,,,,,
牧函,1,pastoral letter,,,,,,,,
九评,1,nine commentaries,,,,,,,,
六肆,1,six four,,,,,,,,
民运,1,democracy movement,,,,,,,,
李锐,1,Li Rui,,,,,,,,
中共,1,CCP,,,,,,,,
罢工,1,strike,,,,,,,,
黄菊,1,Huang Ju,,,,,,,,
静坐,1,sit-in,,,,,,,,
保钓,1,protect the Diaoyu Islands,,,,,,,,
曾庆红,1,Zeng Qinghong,,,,,,,,
令计划,1,Ling Jihua,,,,,,,,
上海帮,1,Shanghai gang,,,,,,,,
十七大,1,17th Party Congress,,,,,,,,
毛泽东,1,Mao Zedong,,,,,,,,
李长春,1,Li Changchun,,,,,,,,
网评员,1,Internet commentator,,,,,,,,
瘟家宝,1,Plague [Wen] Jiabao,,,,,,,,
新左派,1,new lefists,,,,,,,,
天安门,1,Tiananmen,,,,,,,,
网管办,1,Internet Management Office,,,,,,,,
刘云山,1,Liu Yunshan,,,,,,,,
邓小平,1,Deng Xiaoping,,,,,,,,
李源潮,1,Li Yuanchao,,,,,,,,
公开信,1,open letter,,,,,,,,
茉莉花,1,jasmine,,,,,,,,
十八大,1,18th Party Congress,,,,,,,,
中南海,1,Zhongnanhai,,,,,,,,
李瑞环,1,Li Duanhuan,,,,,,,,
贺国强,1,He Guoqiang,,,,,,,,
刘亚洲,1,Liu Yazhou,,,,,,,,
王凤友,1,Wang Fengyou,,,,,,,,
总书记,1,secretary-general,,,,,,,,
钓鱼岛,1,Diaoyu Islands,,,,,,,,
党产共,1,Ytrap Tsinummoc,,,,,,,,
权力布局,1,power arrangement,,,,,,,,
共产主义,1,communism,,,,,,,,
出售枪支,1,sell firearms,,,,,,,,
ZHU所生！,1,what ZHU gave birth to!,,,,,,,,
tai du,1,tai du,,,,,,,,
独立西藏,1,independent Tibet,,,,,,,,
阴茎,1,penis,,,,,,,,
周名军,1,Zhou Mingjun,,,,,,,,
李现原,1,Li Xianyuan,,,,,,,,
左不赔,1,"Left Don't-pay (fictional character whose name alludes to the idiom ""rather be Left than Right"" 宁左勿右)",,,,,,,,
方寿伟,1,Fang Taowei,,,,,,,,
秦逊辉,1,Qin Sunhui,,,,,,,,
89运动,1,89 movement,,,,,,,,
马继深,1,Ma Jishen,,,,,,,,
操女人穴,1,f**k women's holes,,,,,,,,
人权圣火,1,Human Rights Torch [Relay],,,,,,,,
涉台政局,1,political situation touching on Taiwan,,,,,,,,
胡曾联手,1,Hu and Zeng join hands,,,,,,,,
胡曾合作,1,Hu-Zeng cooperation,,,,,,,,
超越红墙,1,Beyond the Red Wall,,,,,,,,
领跑第五代,1,take the lead in the fifth-generation [leadership] race,,,,,,,,
胡曾江恶斗,1,Hu-Zeng-Jiang battle royal,,,,,,,,
炸了证监会,1,bomb the China Securities Regulatory Commission,,,,,,,,
人民真实报,1,People's Truth Daily,,,,,,,,
全球人文纪元,1,"Global ""New Era of Culture and Humanity"" (photography contest)",,,,,,,,
新世纪新闻网,1,New Century News,,,,,,,,
毛党,1,[Fifty] Cent Party,,,,,,,,
高官互调,1,high officials swap positions,,,,,,,,
回汉纠纷,1,Hui-Han dispute,,,,,,,,
阳具,1,penis,,,,,,,,
郑存柱,1,Zheng Cunzhu,,,,,,,,
罗干,1,Luo Gan,,,,,,,,
上访,1,seek audience with officials,,,,,,,,
维权,1,rights defense,,,,,,,,
彭丽媛,1,Peng Liyuan,,,,,,,,
古兰经,1,Koran,,,,,,,,
共铲党,1,Shared Shovel Party,,,,,,,,
胡海峰,1,Hu Haifeng,,,,,,,,
法轮功,1,Falungong,,,,,,,,
赵紫阳,1,Zhao Ziyang,,,,,,,,
江绵恒,1,Jiang Mianheng,,,,,,,,
李洪志,1,Li Hongzhi,,,,,,,,
新唐人,1,New Tang Dynasty,,,,,,,,
大纪元,1,Epoch Times,,,,,,,,
零八宪章,1,Charter Oh-Eight,,,,,,,,
08宪章,1,Charter 08,,,,,,,,
吾尔开希,1,Wu'erkaixi,,,,,,,,
八九民运,1,Eighty-Nine democracy movement,,,,,,,,
六四运动,1,June Fourth Movement,,,,,,,,
打倒共产党,1,overthrow the Communist Party,,,,,,,,
预测领导人,1,predict leaders,,,,,,,,
柴玲,1,(Ding) Ziling,,,,,,,,
魏京生,1,Wei Jingsheng,,,,,,,,
胡紧掏,1,Hu Tight-pull (Hú Jǐntāo),,,,,,,,
温加饱,1,Warm Add-full (Wēn Jiābǎo),,,,,,,,
和谐社会,1,harmonious society,,,,,,,,
社HUI主义,1,soCLism (shèHUIzhǔyì),,,,,,,,
中国政F,1,Chinese governM (Zhōngguó zhèngF),,,,,,,,
太垃JI,1,tailaJI,,,,,,,,
地震,1,earthquake,,,,,,,,
丁磊,1,Ding Lei,,,,,,,,
SB,1,SB,,,,,,,,
cao,1,cao,,,,,,,,
西藏,1,Tibet,,,,,,,,
自由西藏,1,free Tibet,,,,,,,,
西藏自由,1,Tibet free,,,,,,,,
Tibet free,1,Tibet free,,,,,,,,
free Tibet,1,free Tibet,,,,,,,,
shit,1,shit,,,,,,,,
kao,1,kao,,,,,,,,
他妈,1,damn,,,,,,,,
早泄,1,premature ejaculation,,,,,,,,
阳痿,1,impotence,,,,,,,,
网易sb,1,NetEase sb,,,,,,,,
傻逼,1,stupid cunt,,,,,,,,
fuck,1,fuck,,,,,,,,
网易SB,1,NetEase SB,,,,,,,,
妈的,1,damn it,,,,,,,,
你老母,1,your old lady,,,,,,,,
你妈B,1,your Mom's B,,,,,,,,
你妈闭,1,"your Mom's ""shut""",,,,,,,,
冚家产,1,curse your whole family,,,,,,,,
子宫,1,uterus,,,,,,,,
精子,1,sperm,,,,,,,,
卵子,1,eggs,,,,,,,,
叼,1,hold in the mouth,,,,,,,,
驴B,1,donkey B,,,,,,,,
严禁词?,1,strictly forbidden words,,,,,,,,
邓不群,1,Outstanding Deng,,,,,,,,
金歪日,1,Kim Crooked-il [Kim Jong-il],,,,,,,,
蚁力神,1,Yilishen [Tianxi Group],,,,,,,,
新蜀山,1,New Magic Mountain,,,,,,,,
三唑仑,1,Triazolam,,,,,,,,
赵总理,1,Prime Minister Zhao [Ziyang],,,,,,,,
张阳德,1,Zhang Yangde,,,,,,,,
文达学,1,wenda studies,,,,,,,,
裤衩党,1,Underpants Party,,,,,,,,
茅厕洞,1,"Toilet Hole (Máocè Dòng, sounds like Mao Zedong)",,,,,,,,
徐文库,1,Xu Wenku,,,,,,,,
张培莉,1,Zhang Peili,,,,,,,,
汪兆钧,1,Wang Zhaojun,,,,,,,,
袁依凡,1,Yuan Yifan,,,,,,,,
董光峰,1,Dong Guangfeng,,,,,,,,
安魂网,1,Anhun Net,,,,,,,,
刘林智,1,Liu Linzhi,,,,,,,,
吴向忠,1,Wu Xiangzhong,,,,,,,,
王建琪,1,Wang Jianqi,,,,,,,,
清华帮,1,Tsinghua Gang,,,,,,,,
邓矮子,1,Shorty Deng,,,,,,,,
令狐计划,1,cause fox plan,,,,,,,,
追查国际,1,investiage internationally,,,,,,,,
自由圣火,1,freedom oil lamp,,,,,,,,
政治老人,1,political elders,,,,,,,,
老人集团,1,group of elders,,,,,,,,
言论自由,1,freedom of speech,,,,,,,,
美国之音,1,Voice of America,,,,,,,,
仁吉旺姆,1,Rinzinwangmo,,,,,,,,
平反六四,1,redress June Fourth,,,,,,,,
统一股市,1,unified stock market,,,,,,,,
内争人权,1,internal struggle [and] human rights,,,,,,,,
领导新星,1,news stars of leadership,,,,,,,,
海外民运,1,overseas democracy movement,,,,,,,,
官场日志,1,daily records of officialdom,,,,,,,,
无界网络,1,UltraSurf,,,,,,,,
阿波罗网,1,ApolloNet,,,,,,,,
高官子女,1,children of high officials,,,,,,,,
当代八乱,1,today's eight disorders,http://blog.gscn.com.cn/40111/viewspace-137781,,,,,,,
参政传奇,1,Romance of Political Participation,,,,,,,,
中朝翻脸,1,falling out among government officials,,,,,,,,
610办公室,1,office 610,,,,,,,,
延安日记,1,Yenan diary,,,,,,,,
炸掉证监会,1,bomb the China Securities Regulatory Commission,,,,,,,,
多党竞争,1,multi-party contest,,,,,,,,
军队国家化,1,nationalization of the military,,,,,,,,
中国自由党,1,China Liberal Party,,,,,,,,
博讯新闻网,1,Boxun News Net,,,,,,,,
钦点接班人,1,successors appointed to the Imperial Academy by the emperor,,,,,,,,
新八荣八耻,1,New Eight Honors and Eight Shames,,,,,,,,
高层权力之争,1,high-level power struggle,,,,,,,,
梦幻西游私服,1,Dream Journey to the West Private Server (role-playing game),,,,,,,,
高干子弟名单,1,list of children of high-ranking candres,,,,,,,,
高官挥霍公款,1,high officials squander public funds,,,,,,,,
推翻中国共产党,1,topple the Chinese Communist Party,,,,,,,,
二\敏感词,1,two\sensitive word,,,,,,,,
GCD,1,GCD,,,,,,,,
袁鹰,1,Yuan Ying,,,,,,,,
喇嘛,1,lama,,,,,,,,
胡江,1,Hu-Jiang,,,,,,,,
贾甲,1,Jia Jia,,,,,,,,
罢饭,1,refuse food,,,,,,,,
罢吃,1,refuse to eat,,,,,,,,
普选,1,general election,,,,,,,,
罢餐,1,refuse meal,,,,,,,,
胡总,1,Chief Hu,,,,,,,,
罢食,1,refuse food,,,,,,,,
宋平,1,Song Ping,,,,,,,,
景涛,1,Jing Tao,,,,,,,,
李滨,1,Li Bin,,,,,,,,
老胡,1,Old Hu,,,,,,,,
邦国,1,nation,,,,,,,,
回教,1,Islam,,,,,,,,
王刚,1,Wang Gang,,,,,,,,
党禁,1,ban on political parties,,,,,,,,
党魁,1,party boss,,,,,,,,
王晨,1,Wang Chen,,,,,,,,
共产党,1,communist party,,,,,,,,
贾庆林,1,Jia Qinglin,,,,,,,,
大预言,1,great prophesy,,,,,,,,
王乐泉,1,Wang Lequan,,,,,,,,
辽宁帮,1,Liaoning gang,,,,,,,,
高智成,1,Gao Zhicheng,,,,,,,,
高志晟,1,Gao Zhisheng,,,,,,,,
马克思,1,Marx,,,,,,,,
王力利,1,Wang Lili,,,,,,,,
买手枪,1,buy a handgun,,,,,,,,
王志刚,1,Wang Zhigang,,,,,,,,
人权奖,1,human rights prize,,,,,,,,
华国锋,1,Hua Guofeng,,,,,,,,
自救会,1,Self-Preservation Society,,,,,,,,
毛主席,1,Chairman Mao,,,,,,,,
动态网,1,dongtaiwang,,,,,,,,
王安顺,1,Wang Anshun,,,,,,,,
新右派,1,new rightists,,,,,,,,
马志鹏,1,Ma Zhipeng,,,,,,,,
文字狱,1,literary inquisition,,,,,,,,
马列党,1,Marx-Lenin Party,,,,,,,,
周正毅,1,Zhou Zhengyi,,,,,,,,
温爷爷,1,Grandpa Wen,,,,,,,,
华建敏,1,Hua Jianmin,,,,,,,,
陈至立,1,Chen Zhili,,,,,,,,
桑德茲,1,Sang Dezi,,,,,,,,
胡书记,1,Secretary Hu,,,,,,,,
唐家璇,1,Tang Jiaxuan,,,,,,,,
大昭寺,1,Jokhang Temple,,,,,,,,
贺卫方,1,He Weifang,,,,,,,,
刘晓武,1,Liu Xiaowu,,,,,,,,
新闻办,1,State Council Information Office,,,,,,,,
李世辉,1,Li Shihui,,,,,,,,
陈一文,1,Chen Yiwen,,,,,,,,
余秋雨,1,Yu Qiuyu,,,,,,,,
李国谅,1,Li Guoliang,,,,,,,,
瀛海镇,1,Yinghai Township,,,,,,,,
十九年前,1,nineteen years ago,,,,,,,,
整肃官场,1,clean up officialdom,,,,,,,,
齐鲁石化,1,Qilu Petrochemicals,,,,,,,,
抵制奥运,1,boycott Olympics,,,,,,,,
三个代表,1,Three Represents,,,,,,,,
西藏局势,1,Tibet situation,,,,,,,,
维基百科,1,Wikipedia,,,,,,,,
BBC中文网,1,BBC Chinese Net,,,,,,,,
德国之声,1,Deutsche Welle,,,,,,,,
大赦国际,1,Amnesty International,,,,,,,,
